"activity_type" "subject" "domain" "detector" "operation" "mean"
"WALKING_DOWNSTAIRS" 21 "time" "BodyGyroJerkMag" "mean" -0.452828682444444
"WALKING_UPSTAIRS" 21 "time" "BodyGyroJerkMag" "mean" -0.577935642978723
"LAYING" 22 "time" "BodyGyroJerkMag" "mean" -0.981716936388889
"SITTING" 22 "time" "BodyGyroJerkMag" "mean" -0.98547603483871
"STANDING" 22 "time" "BodyGyroJerkMag" "mean" -0.978603529206349
"WALKING" 22 "time" "BodyGyroJerkMag" "mean" -0.461999528913043
"WALKING_DOWNSTAIRS" 22 "time" "BodyGyroJerkMag" "mean" -0.459579670833333
"WALKING_UPSTAIRS" 22 "time" "BodyGyroJerkMag" "mean" -0.568111869047619
"LAYING" 23 "time" "BodyGyroJerkMag" "mean" -0.984557478611111
"SITTING" 23 "time" "BodyGyroJerkMag" "mean" -0.986514066029412
"STANDING" 23 "time" "BodyGyroJerkMag" "mean" -0.9763992525
"WALKING" 23 "time" "BodyGyroJerkMag" "mean" 0.0115305410508475
"WALKING_DOWNSTAIRS" 23 "time" "BodyGyroJerkMag" "mean" -0.0463117766203704
"WALKING_UPSTAIRS" 23 "time" "BodyGyroJerkMag" "mean" -0.504367150588235
"LAYING" 24 "time" "BodyGyroJerkMag" "mean" -0.982780873888889
"SITTING" 24 "time" "BodyGyroJerkMag" "mean" -0.991306424705882
"STANDING" 24 "time" "BodyGyroJerkMag" "mean" -0.982387268985507
"WALKING" 24 "time" "BodyGyroJerkMag" "mean" -0.507824745862069
"WALKING_DOWNSTAIRS" 24 "time" "BodyGyroJerkMag" "mean" -0.497152238363636
"WALKING_UPSTAIRS" 24 "time" "BodyGyroJerkMag" "mean" -0.658751629152542
"LAYING" 25 "time" "BodyGyroJerkMag" "mean" -0.969783262465753
"SITTING" 25 "time" "BodyGyroJerkMag" "mean" -0.99286465
"STANDING" 25 "time" "BodyGyroJerkMag" "mean" -0.985091991216216
"WALKING" 25 "time" "BodyGyroJerkMag" "mean" -0.678466069054054
"WALKING_DOWNSTAIRS" 25 "time" "BodyGyroJerkMag" "mean" -0.664713625172414
"WALKING_UPSTAIRS" 25 "time" "BodyGyroJerkMag" "mean" -0.777106026615385
"LAYING" 26 "time" "BodyGyroJerkMag" "mean" -0.99219798
"SITTING" 26 "time" "BodyGyroJerkMag" "mean" -0.994466446282051
"STANDING" 26 "time" "BodyGyroJerkMag" "mean" -0.98854482527027
"WALKING" 26 "time" "BodyGyroJerkMag" "mean" -0.51239882559322
"WALKING_DOWNSTAIRS" 26 "time" "BodyGyroJerkMag" "mean" -0.4187798104
"WALKING_UPSTAIRS" 26 "time" "BodyGyroJerkMag" "mean" -0.648099850181818
"LAYING" 27 "time" "BodyGyroJerkMag" "mean" -0.994355043783784
"SITTING" 27 "time" "BodyGyroJerkMag" "mean" -0.994034710714286
"STANDING" 27 "time" "BodyGyroJerkMag" "mean" -0.989532103875
"WALKING" 27 "time" "BodyGyroJerkMag" "mean" -0.562587199473684
"WALKING_DOWNSTAIRS" 27 "time" "BodyGyroJerkMag" "mean" -0.440546586136364
"WALKING_UPSTAIRS" 27 "time" "BodyGyroJerkMag" "mean" -0.699895090784314
"LAYING" 28 "time" "BodyGyroJerkMag" "mean" -0.978220270625
"SITTING" 28 "time" "BodyGyroJerkMag" "mean" -0.981213159305556
"STANDING" 28 "time" "BodyGyroJerkMag" "mean" -0.959681019113924
"WALKING" 28 "time" "BodyGyroJerkMag" "mean" -0.546248758518519
"WALKING_DOWNSTAIRS" 28 "time" "BodyGyroJerkMag" "mean" -0.340417305565217
"WALKING_UPSTAIRS" 28 "time" "BodyGyroJerkMag" "mean" -0.620279797647059
"LAYING" 29 "time" "BodyGyroJerkMag" "mean" -0.997322526811594
"SITTING" 29 "time" "BodyGyroJerkMag" "mean" -0.995392308166667
"STANDING" 29 "time" "BodyGyroJerkMag" "mean" -0.992144698923077
"WALKING" 29 "time" "BodyGyroJerkMag" "mean" -0.506242118113208
"WALKING_DOWNSTAIRS" 29 "time" "BodyGyroJerkMag" "mean" -0.539174456458333
"WALKING_UPSTAIRS" 29 "time" "BodyGyroJerkMag" "mean" -0.617340803061225
"LAYING" 30 "time" "BodyGyroJerkMag" "mean" -0.985086413428571
"SITTING" 30 "time" "BodyGyroJerkMag" "mean" -0.993737388225806
"STANDING" 30 "time" "BodyGyroJerkMag" "mean" -0.972995273898305
"WALKING" 30 "time" "BodyGyroJerkMag" "mean" -0.472068729846154
"WALKING_DOWNSTAIRS" 30 "time" "BodyGyroJerkMag" "mean" -0.574337006451613
"WALKING_UPSTAIRS" 30 "time" "BodyGyroJerkMag" "mean" -0.718780256769231
"LAYING" 1 "frequency" "BodyAccMag" "mean" -0.8617676481
"SITTING" 1 "frequency" "BodyAccMag" "mean" -0.947782922553192
"STANDING" 1 "frequency" "BodyAccMag" "mean" -0.985356361132075
"WALKING" 1 "frequency" "BodyAccMag" "mean" -0.128623450629474
"WALKING_DOWNSTAIRS" 1 "frequency" "BodyAccMag" "mean" 0.0965845343040816
"WALKING_UPSTAIRS" 1 "frequency" "BodyAccMag" "mean" -0.352395944716981
"LAYING" 2 "frequency" "BodyAccMag" "mean" -0.975110196458333
"SITTING" 2 "frequency" "BodyAccMag" "mean" -0.96127374826087
"STANDING" 2 "frequency" "BodyAccMag" "mean" -0.964052166481482
"WALKING" 2 "frequency" "BodyAccMag" "mean" -0.324289427932203
"WALKING_DOWNSTAIRS" 2 "frequency" "BodyAccMag" "mean" 0.293424826591489
"WALKING_UPSTAIRS" 2 "frequency" "BodyAccMag" "mean" -0.14531853915625
"LAYING" 3 "frequency" "BodyAccMag" "mean" -0.96552427516129
"SITTING" 3 "frequency" "BodyAccMag" "mean" -0.904185725576923
"STANDING" 3 "frequency" "BodyAccMag" "mean" -0.926968932295082
"WALKING" 3 "frequency" "BodyAccMag" "mean" -0.290031535172414
"WALKING_DOWNSTAIRS" 3 "frequency" "BodyAccMag" "mean" 0.0289413195612245
"WALKING_UPSTAIRS" 3 "frequency" "BodyAccMag" "mean" -0.315866079491525
"LAYING" 4 "frequency" "BodyAccMag" "mean" -0.939389701296296
"SITTING" 4 "frequency" "BodyAccMag" "mean" -0.929002095
"STANDING" 4 "frequency" "BodyAccMag" "mean" -0.917614014821429
"WALKING" 4 "frequency" "BodyAccMag" "mean" -0.450804558333333
"WALKING_DOWNSTAIRS" 4 "frequency" "BodyAccMag" "mean" -0.01907433524
"WALKING_UPSTAIRS" 4 "frequency" "BodyAccMag" "mean" -0.276825498230769
"LAYING" 5 "frequency" "BodyAccMag" "mean" -0.962234984038462
"SITTING" 5 "frequency" "BodyAccMag" "mean" -0.936290604545455
"STANDING" 5 "frequency" "BodyAccMag" "mean" -0.9046413925
"WALKING" 5 "frequency" "BodyAccMag" "mean" -0.304992488892857
"WALKING_DOWNSTAIRS" 5 "frequency" "BodyAccMag" "mean" 0.155742168808511
"WALKING_UPSTAIRS" 5 "frequency" "BodyAccMag" "mean" -0.169261525
"LAYING" 6 "frequency" "BodyAccMag" "mean" -0.91235165222807
"SITTING" 6 "frequency" "BodyAccMag" "mean" -0.935750391272727
"STANDING" 6 "frequency" "BodyAccMag" "mean" -0.945949804035088
"WALKING" 6 "frequency" "BodyAccMag" "mean" -0.201386607649123
"WALKING_DOWNSTAIRS" 6 "frequency" "BodyAccMag" "mean" 0.395958034583333
"WALKING_UPSTAIRS" 6 "frequency" "BodyAccMag" "mean" -0.0819479396203922
"LAYING" 7 "frequency" "BodyAccMag" "mean" -0.927976880634615
"SITTING" 7 "frequency" "BodyAccMag" "mean" -0.90895677625
"STANDING" 7 "frequency" "BodyAccMag" "mean" -0.945611450377358
"WALKING" 7 "frequency" "BodyAccMag" "mean" -0.151243649578947
"WALKING_DOWNSTAIRS" 7 "frequency" "BodyAccMag" "mean" 0.218911066191489
"WALKING_UPSTAIRS" 7 "frequency" "BodyAccMag" "mean" -0.378618761568627
"LAYING" 8 "frequency" "BodyAccMag" "mean" -0.932279645518518
"SITTING" 8 "frequency" "BodyAccMag" "mean" -0.947981783478261
"STANDING" 8 "frequency" "BodyAccMag" "mean" -0.953746070740741
"WALKING" 8 "frequency" "BodyAccMag" "mean" -0.09521728274375
"WALKING_DOWNSTAIRS" 8 "frequency" "BodyAccMag" "mean" 0.301626757315789
"WALKING_UPSTAIRS" 8 "frequency" "BodyAccMag" "mean" -0.13026451905122
"LAYING" 9 "frequency" "BodyAccMag" "mean" -0.9266042952
"SITTING" 9 "frequency" "BodyAccMag" "mean" -0.8977181972
"STANDING" 9 "frequency" "BodyAccMag" "mean" -0.946330171777778
"WALKING" 9 "frequency" "BodyAccMag" "mean" -0.318801022711538
"WALKING_DOWNSTAIRS" 9 "frequency" "BodyAccMag" "mean" 0.222203941
"WALKING_UPSTAIRS" 9 "frequency" "BodyAccMag" "mean" -0.372890348979592
"LAYING" 10 "frequency" "BodyAccMag" "mean" -0.950848109137931
"SITTING" 10 "frequency" "BodyAccMag" "mean" -0.955281010740741
"STANDING" 10 "frequency" "BodyAccMag" "mean" -0.9401101675
"WALKING" 10 "frequency" "BodyAccMag" "mean" -0.0930237422792453
"WALKING_DOWNSTAIRS" 10 "frequency" "BodyAccMag" "mean" 0.220115703368421
"WALKING_UPSTAIRS" 10 "frequency" "BodyAccMag" "mean" -0.166866721574468
"LAYING" 11 "frequency" "BodyAccMag" "mean" -0.973994004561404
"SITTING" 11 "frequency" "BodyAccMag" "mean" -0.953066009056604
"STANDING" 11 "frequency" "BodyAccMag" "mean" -0.982255413617021
"WALKING" 11 "frequency" "BodyAccMag" "mean" -0.458514062542373
"WALKING_DOWNSTAIRS" 11 "frequency" "BodyAccMag" "mean" 0.0902807576630435
"WALKING_UPSTAIRS" 11 "frequency" "BodyAccMag" "mean" -0.336061027407407
"LAYING" 12 "frequency" "BodyAccMag" "mean" -0.9438674399
"SITTING" 12 "frequency" "BodyAccMag" "mean" -0.955944253137255
"STANDING" 12 "frequency" "BodyAccMag" "mean" -0.945217802786885
"WALKING" 12 "frequency" "BodyAccMag" "mean" -0.153116002784
"WALKING_DOWNSTAIRS" 12 "frequency" "BodyAccMag" "mean" 0.148017269434783
"WALKING_UPSTAIRS" 12 "frequency" "BodyAccMag" "mean" -0.290005418653846
"LAYING" 13 "frequency" "BodyAccMag" "mean" -0.959535493548387
"SITTING" 13 "frequency" "BodyAccMag" "mean" -0.956901559653061
"STANDING" 13 "frequency" "BodyAccMag" "mean" -0.972393559473684
"WALKING" 13 "frequency" "BodyAccMag" "mean" -0.23460086645614
"WALKING_DOWNSTAIRS" 13 "frequency" "BodyAccMag" "mean" 0.0528791880659574
"WALKING_UPSTAIRS" 13 "frequency" "BodyAccMag" "mean" -0.367522800909091
"LAYING" 14 "frequency" "BodyAccMag" "mean" -0.899463668843137
"SITTING" 14 "frequency" "BodyAccMag" "mean" -0.940589853333333
"STANDING" 14 "frequency" "BodyAccMag" "mean" -0.949715059833333
"WALKING" 14 "frequency" "BodyAccMag" "mean" -0.373516771016949
"WALKING_DOWNSTAIRS" 14 "frequency" "BodyAccMag" "mean" 0.471905155133333
"WALKING_UPSTAIRS" 14 "frequency" "BodyAccMag" "mean" -0.0759851813333333
"LAYING" 15 "frequency" "BodyAccMag" "mean" -0.956001034027778
"SITTING" 15 "frequency" "BodyAccMag" "mean" -0.949752001322034
"STANDING" 15 "frequency" "BodyAccMag" "mean" -0.960337344339623
"WALKING" 15 "frequency" "BodyAccMag" "mean" -0.275156242062037
"WALKING_DOWNSTAIRS" 15 "frequency" "BodyAccMag" "mean" 0.331150229285714
"WALKING_UPSTAIRS" 15 "frequency" "BodyAccMag" "mean" -0.165242147958333
"LAYING" 16 "frequency" "BodyAccMag" "mean" -0.968020521285714
"SITTING" 16 "frequency" "BodyAccMag" "mean" -0.958335480724638
"STANDING" 16 "frequency" "BodyAccMag" "mean" -0.971082558076923
"WALKING" 16 "frequency" "BodyAccMag" "mean" -0.410463241960784
"WALKING_DOWNSTAIRS" 16 "frequency" "BodyAccMag" "mean" 0.114032088546809
"WALKING_UPSTAIRS" 16 "frequency" "BodyAccMag" "mean" -0.370649738235294
"LAYING" 17 "frequency" "BodyAccMag" "mean" -0.961046326338028
"SITTING" 17 "frequency" "BodyAccMag" "mean" -0.973626755
"STANDING" 17 "frequency" "BodyAccMag" "mean" -0.980967748205128
"WALKING" 17 "frequency" "BodyAccMag" "mean" -0.429380043442623
"WALKING_DOWNSTAIRS" 17 "frequency" "BodyAccMag" "mean" 0.0580680522108696
"WALKING_UPSTAIRS" 17 "frequency" "BodyAccMag" "mean" -0.150305643291667
"LAYING" 18 "frequency" "BodyAccMag" "mean" -0.986788412
"SITTING" 18 "frequency" "BodyAccMag" "mean" -0.984781467192982
"STANDING" 18 "frequency" "BodyAccMag" "mean" -0.976797646027397
"WALKING" 18 "frequency" "BodyAccMag" "mean" -0.424386734107143
"WALKING_DOWNSTAIRS" 18 "frequency" "BodyAccMag" "mean" -0.241973534781818
"WALKING_UPSTAIRS" 18 "frequency" "BodyAccMag" "mean" -0.436561064482759
"LAYING" 19 "frequency" "BodyAccMag" "mean" -0.971957401325301
"SITTING" 19 "frequency" "BodyAccMag" "mean" -0.962632577945206
"STANDING" 19 "frequency" "BodyAccMag" "mean" -0.968910788767123
"WALKING" 19 "frequency" "BodyAccMag" "mean" 0.0322272296217308
"WALKING_DOWNSTAIRS" 19 "frequency" "BodyAccMag" "mean" 0.586637550769231
"WALKING_UPSTAIRS" 19 "frequency" "BodyAccMag" "mean" -0.07962876322
"LAYING" 20 "frequency" "BodyAccMag" "mean" -0.952827071323529
"SITTING" 20 "frequency" "BodyAccMag" "mean" -0.946913451666667
"STANDING" 20 "frequency" "BodyAccMag" "mean" -0.921225595205479
"WALKING" 20 "frequency" "BodyAccMag" "mean" -0.00353341793921569
"WALKING_DOWNSTAIRS" 20 "frequency" "BodyAccMag" "mean" 0.151887747217778
"WALKING_UPSTAIRS" 20 "frequency" "BodyAccMag" "mean" -0.205009295196078
"LAYING" 21 "frequency" "BodyAccMag" "mean" -0.953769071222222
"SITTING" 21 "frequency" "BodyAccMag" "mean" -0.974829227058824
"STANDING" 21 "frequency" "BodyAccMag" "mean" -0.962291334157303
"WALKING" 21 "frequency" "BodyAccMag" "mean" -0.251266388923077
"WALKING_DOWNSTAIRS" 21 "frequency" "BodyAccMag" "mean" 0.239895893822222
"WALKING_UPSTAIRS" 21 "frequency" "BodyAccMag" "mean" -0.257894449148936
"LAYING" 22 "frequency" "BodyAccMag" "mean" -0.929818990972222
"SITTING" 22 "frequency" "BodyAccMag" "mean" -0.943078237096774
"STANDING" 22 "frequency" "BodyAccMag" "mean" -0.949044483015873
"WALKING" 22 "frequency" "BodyAccMag" "mean" -0.0241584964891304
"WALKING_DOWNSTAIRS" 22 "frequency" "BodyAccMag" "mean" 0.155526858911111
"WALKING_UPSTAIRS" 22 "frequency" "BodyAccMag" "mean" -0.0866905123880952
"LAYING" 23 "frequency" "BodyAccMag" "mean" -0.967747053194444
"SITTING" 23 "frequency" "BodyAccMag" "mean" -0.945837830147059
"STANDING" 23 "frequency" "BodyAccMag" "mean" -0.957986177058823
"WALKING" 23 "frequency" "BodyAccMag" "mean" -0.0942606311677966
"WALKING_DOWNSTAIRS" 23 "frequency" "BodyAccMag" "mean" 0.364829993351852
"WALKING_UPSTAIRS" 23 "frequency" "BodyAccMag" "mean" -0.231382662235294
"LAYING" 24 "frequency" "BodyAccMag" "mean" -0.973171068055556
"SITTING" 24 "frequency" "BodyAccMag" "mean" -0.968905031470588
"STANDING" 24 "frequency" "BodyAccMag" "mean" -0.960066088115942
"WALKING" 24 "frequency" "BodyAccMag" "mean" -0.434618912068966
"WALKING_DOWNSTAIRS" 24 "frequency" "BodyAccMag" "mean" -0.0231701626603636
"WALKING_UPSTAIRS" 24 "frequency" "BodyAccMag" "mean" -0.322300989322034
"LAYING" 25 "frequency" "BodyAccMag" "mean" -0.774481943616438
"SITTING" 25 "frequency" "BodyAccMag" "mean" -0.967017992615385
"STANDING" 25 "frequency" "BodyAccMag" "mean" -0.972355393243243
"WALKING" 25 "frequency" "BodyAccMag" "mean" -0.566060023108108
"WALKING_DOWNSTAIRS" 25 "frequency" "BodyAccMag" "mean" -0.288154787517241
"WALKING_UPSTAIRS" 25 "frequency" "BodyAccMag" "mean" -0.527907561538462
"LAYING" 26 "frequency" "BodyAccMag" "mean" -0.969269114078947
"SITTING" 26 "frequency" "BodyAccMag" "mean" -0.952411043717949
"STANDING" 26 "frequency" "BodyAccMag" "mean" -0.970605250405405
"WALKING" 26 "frequency" "BodyAccMag" "mean" -0.379836742711864
"WALKING_DOWNSTAIRS" 26 "frequency" "BodyAccMag" "mean" 0.075101684668
"WALKING_UPSTAIRS" 26 "frequency" "BodyAccMag" "mean" -0.167566383372727
"LAYING" 27 "frequency" "BodyAccMag" "mean" -0.981389017702703
"SITTING" 27 "frequency" "BodyAccMag" "mean" -0.974766466714286
"STANDING" 27 "frequency" "BodyAccMag" "mean" -0.973186182375
"WALKING" 27 "frequency" "BodyAccMag" "mean" -0.327229405789474
"WALKING_DOWNSTAIRS" 27 "frequency" "BodyAccMag" "mean" 0.149816459227273
"WALKING_UPSTAIRS" 27 "frequency" "BodyAccMag" "mean" -0.393928937058824
"LAYING" 28 "frequency" "BodyAccMag" "mean" -0.961035587625
"SITTING" 28 "frequency" "BodyAccMag" "mean" -0.953928124027778
"STANDING" 28 "frequency" "BodyAccMag" "mean" -0.929146479367089
"WALKING" 28 "frequency" "BodyAccMag" "mean" -0.352156841666667
"WALKING_DOWNSTAIRS" 28 "frequency" "BodyAccMag" "mean" 0.188840007695652
"WALKING_UPSTAIRS" 28 "frequency" "BodyAccMag" "mean" -0.213519364760784
"LAYING" 29 "frequency" "BodyAccMag" "mean" -0.986800645362319
"SITTING" 29 "frequency" "BodyAccMag" "mean" -0.973346531833333
"STANDING" 29 "frequency" "BodyAccMag" "mean" -0.984548094769231
"WALKING" 29 "frequency" "BodyAccMag" "mean" -0.235683305566038
"WALKING_DOWNSTAIRS" 29 "frequency" "BodyAccMag" "mean" 0.115973968158333
"WALKING_UPSTAIRS" 29 "frequency" "BodyAccMag" "mean" -0.108306402963265
"LAYING" 30 "frequency" "BodyAccMag" "mean" -0.962840820428571
"SITTING" 30 "frequency" "BodyAccMag" "mean" -0.959923388064516
"STANDING" 30 "frequency" "BodyAccMag" "mean" -0.932047450677966
"WALKING" 30 "frequency" "BodyAccMag" "mean" -0.342363772923077
"WALKING_DOWNSTAIRS" 30 "frequency" "BodyAccMag" "mean" 0.00410151034354839
"WALKING_UPSTAIRS" 30 "frequency" "BodyAccMag" "mean" -0.400588353846154
"LAYING" 1 "frequency" "BodyBodyAccJerkMag" "mean" -0.9333003608
"SITTING" 1 "frequency" "BodyBodyAccJerkMag" "mean" -0.985262126808511
"STANDING" 1 "frequency" "BodyBodyAccJerkMag" "mean" -0.99254247754717
"WALKING" 1 "frequency" "BodyBodyAccJerkMag" "mean" -0.0571194000343158
"WALKING_DOWNSTAIRS" 1 "frequency" "BodyBodyAccJerkMag" "mean" 0.0262184949326531
"WALKING_UPSTAIRS" 1 "frequency" "BodyBodyAccJerkMag" "mean" -0.44265216245283
"LAYING" 2 "frequency" "BodyBodyAccJerkMag" "mean" -0.985374114791667
"SITTING" 2 "frequency" "BodyBodyAccJerkMag" "mean" -0.983874698913043
"STANDING" 2 "frequency" "BodyBodyAccJerkMag" "mean" -0.977065295555556
"WALKING" 2 "frequency" "BodyBodyAccJerkMag" "mean" -0.169064352813559
"WALKING_DOWNSTAIRS" 2 "frequency" "BodyBodyAccJerkMag" "mean" 0.222247409576596
"WALKING_UPSTAIRS" 2 "frequency" "BodyBodyAccJerkMag" "mean" -0.189511136902083
"LAYING" 3 "frequency" "BodyBodyAccJerkMag" "mean" -0.975949597903226
"SITTING" 3 "frequency" "BodyBodyAccJerkMag" "mean" -0.965888891730769
"STANDING" 3 "frequency" "BodyBodyAccJerkMag" "mean" -0.948627467704918
"WALKING" 3 "frequency" "BodyBodyAccJerkMag" "mean" -0.186764516965517
"WALKING_DOWNSTAIRS" 3 "frequency" "BodyBodyAccJerkMag" "mean" -0.049477977322449
"WALKING_UPSTAIRS" 3 "frequency" "BodyBodyAccJerkMag" "mean" -0.412920898474576
"LAYING" 4 "frequency" "BodyBodyAccJerkMag" "mean" -0.96228712537037
"SITTING" 4 "frequency" "BodyBodyAccJerkMag" "mean" -0.9625007338
"STANDING" 4 "frequency" "BodyBodyAccJerkMag" "mean" -0.956139283571429
"WALKING" 4 "frequency" "BodyBodyAccJerkMag" "mean" -0.318587811
"WALKING_DOWNSTAIRS" 4 "frequency" "BodyBodyAccJerkMag" "mean" -0.175295286557778
"WALKING_UPSTAIRS" 4 "frequency" "BodyBodyAccJerkMag" "mean" -0.397406285
"LAYING" 5 "frequency" "BodyBodyAccJerkMag" "mean" -0.977356379807692
"SITTING" 5 "frequency" "BodyBodyAccJerkMag" "mean" -0.964440302272727
"STANDING" 5 "frequency" "BodyBodyAccJerkMag" "mean" -0.941825903035714
"WALKING" 5 "frequency" "BodyBodyAccJerkMag" "mean" -0.269481661080357
"WALKING_DOWNSTAIRS" 5 "frequency" "BodyBodyAccJerkMag" "mean" 0.00918394264170213
"WALKING_UPSTAIRS" 5 "frequency" "BodyBodyAccJerkMag" "mean" -0.264674938957447
"LAYING" 6 "frequency" "BodyBodyAccJerkMag" "mean" -0.948655471052632
"SITTING" 6 "frequency" "BodyBodyAccJerkMag" "mean" -0.948348653636364
"STANDING" 6 "frequency" "BodyBodyAccJerkMag" "mean" -0.955914005438597
"WALKING" 6 "frequency" "BodyBodyAccJerkMag" "mean" -0.055401423331579
"WALKING_DOWNSTAIRS" 6 "frequency" "BodyBodyAccJerkMag" "mean" 0.243834258785417
"WALKING_UPSTAIRS" 6 "frequency" "BodyBodyAccJerkMag" "mean" -0.169868234496078
"LAYING" 7 "frequency" "BodyBodyAccJerkMag" "mean" -0.968066259230769
"SITTING" 7 "frequency" "BodyBodyAccJerkMag" "mean" -0.970954184166667
"STANDING" 7 "frequency" "BodyBodyAccJerkMag" "mean" -0.967417888301887
"WALKING" 7 "frequency" "BodyBodyAccJerkMag" "mean" -0.0384187298547368
"WALKING_DOWNSTAIRS" 7 "frequency" "BodyBodyAccJerkMag" "mean" 0.067389886106383
"WALKING_UPSTAIRS" 7 "frequency" "BodyBodyAccJerkMag" "mean" -0.45478324745098
"LAYING" 8 "frequency" "BodyBodyAccJerkMag" "mean" -0.961792852407407
"SITTING" 8 "frequency" "BodyBodyAccJerkMag" "mean" -0.980932292391304
"STANDING" 8 "frequency" "BodyBodyAccJerkMag" "mean" -0.979745872037037
"WALKING" 8 "frequency" "BodyBodyAccJerkMag" "mean" -0.123834409766667
"WALKING_DOWNSTAIRS" 8 "frequency" "BodyBodyAccJerkMag" "mean" 0.331528459921053
"WALKING_UPSTAIRS" 8 "frequency" "BodyBodyAccJerkMag" "mean" -0.131850567460976
"LAYING" 9 "frequency" "BodyBodyAccJerkMag" "mean" -0.9543205856
"SITTING" 9 "frequency" "BodyBodyAccJerkMag" "mean" -0.9530504408
"STANDING" 9 "frequency" "BodyBodyAccJerkMag" "mean" -0.963242884
"WALKING" 9 "frequency" "BodyBodyAccJerkMag" "mean" -0.316870715576923
"WALKING_DOWNSTAIRS" 9 "frequency" "BodyBodyAccJerkMag" "mean" 0.00716877883571429
"WALKING_UPSTAIRS" 9 "frequency" "BodyBodyAccJerkMag" "mean" -0.419533108571429
"LAYING" 10 "frequency" "BodyBodyAccJerkMag" "mean" -0.968561121551724
"SITTING" 10 "frequency" "BodyBodyAccJerkMag" "mean" -0.985900801111111
"STANDING" 10 "frequency" "BodyBodyAccJerkMag" "mean" -0.951633690454545
"WALKING" 10 "frequency" "BodyBodyAccJerkMag" "mean" 0.0205189516981132
"WALKING_DOWNSTAIRS" 10 "frequency" "BodyBodyAccJerkMag" "mean" 0.156978047052632
"WALKING_UPSTAIRS" 10 "frequency" "BodyBodyAccJerkMag" "mean" -0.153553147382979
"LAYING" 11 "frequency" "BodyBodyAccJerkMag" "mean" -0.976940774561403
"SITTING" 11 "frequency" "BodyBodyAccJerkMag" "mean" -0.975315331509434
"STANDING" 11 "frequency" "BodyBodyAccJerkMag" "mean" -0.988636595319149
"WALKING" 11 "frequency" "BodyBodyAccJerkMag" "mean" -0.395116134237288
"WALKING_DOWNSTAIRS" 11 "frequency" "BodyBodyAccJerkMag" "mean" -0.097454996626087
"WALKING_UPSTAIRS" 11 "frequency" "BodyBodyAccJerkMag" "mean" -0.475928501666667
"LAYING" 12 "frequency" "BodyBodyAccJerkMag" "mean" -0.962448418666667
"SITTING" 12 "frequency" "BodyBodyAccJerkMag" "mean" -0.971715268627451
"STANDING" 12 "frequency" "BodyBodyAccJerkMag" "mean" -0.960859009508197
"WALKING" 12 "frequency" "BodyBodyAccJerkMag" "mean" -0.029912425338
"WALKING_DOWNSTAIRS" 12 "frequency" "BodyBodyAccJerkMag" "mean" 0.0769968373
"WALKING_UPSTAIRS" 12 "frequency" "BodyBodyAccJerkMag" "mean" -0.3208844625
"LAYING" 13 "frequency" "BodyBodyAccJerkMag" "mean" -0.980754385967742
"SITTING" 13 "frequency" "BodyBodyAccJerkMag" "mean" -0.988348535306122
"STANDING" 13 "frequency" "BodyBodyAccJerkMag" "mean" -0.981977536491228
"WALKING" 13 "frequency" "BodyBodyAccJerkMag" "mean" -0.15211150075614
"WALKING_DOWNSTAIRS" 13 "frequency" "BodyBodyAccJerkMag" "mean" -0.0282156656914894
"WALKING_UPSTAIRS" 13 "frequency" "BodyBodyAccJerkMag" "mean" -0.425100006545455
"LAYING" 14 "frequency" "BodyBodyAccJerkMag" "mean" -0.96798859627451
"SITTING" 14 "frequency" "BodyBodyAccJerkMag" "mean" -0.972985342962963
"STANDING" 14 "frequency" "BodyBodyAccJerkMag" "mean" -0.970214125833333
"WALKING" 14 "frequency" "BodyBodyAccJerkMag" "mean" -0.431591453389831
"WALKING_DOWNSTAIRS" 14 "frequency" "BodyBodyAccJerkMag" "mean" 0.186223478065556
"WALKING_UPSTAIRS" 14 "frequency" "BodyBodyAccJerkMag" "mean" -0.288744334092593
"LAYING" 15 "frequency" "BodyBodyAccJerkMag" "mean" -0.973681222777778
"SITTING" 15 "frequency" "BodyBodyAccJerkMag" "mean" -0.984689437118644
"STANDING" 15 "frequency" "BodyBodyAccJerkMag" "mean" -0.979078785660377
"WALKING" 15 "frequency" "BodyBodyAccJerkMag" "mean" -0.289753952407407
"WALKING_DOWNSTAIRS" 15 "frequency" "BodyBodyAccJerkMag" "mean" 0.158413334683333
"WALKING_UPSTAIRS" 15 "frequency" "BodyBodyAccJerkMag" "mean" -0.261956679958333
"LAYING" 16 "frequency" "BodyBodyAccJerkMag" "mean" -0.987514525142857
"SITTING" 16 "frequency" "BodyBodyAccJerkMag" "mean" -0.983968635942029
"STANDING" 16 "frequency" "BodyBodyAccJerkMag" "mean" -0.986502687948718
"WALKING" 16 "frequency" "BodyBodyAccJerkMag" "mean" -0.378278490588235
"WALKING_DOWNSTAIRS" 16 "frequency" "BodyBodyAccJerkMag" "mean" -0.0745659082223404
"WALKING_UPSTAIRS" 16 "frequency" "BodyBodyAccJerkMag" "mean" -0.475597717843137
"LAYING" 17 "frequency" "BodyBodyAccJerkMag" "mean" -0.979687318732394
"SITTING" 17 "frequency" "BodyBodyAccJerkMag" "mean" -0.99142725046875
"STANDING" 17 "frequency" "BodyBodyAccJerkMag" "mean" -0.990162798846154
"WALKING" 17 "frequency" "BodyBodyAccJerkMag" "mean" -0.335938891803279
"WALKING_DOWNSTAIRS" 17 "frequency" "BodyBodyAccJerkMag" "mean" -0.188680399771739
